Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
109	64	0	1.1908077	-0.0206369726	-0.0199634327	-0.0207884606	-0.0191671329	0.000795919501	0.0022868919	0	100	0	0	3
110	65	0	1.20173254	-0.0204995095	-0.0199783437	-0.0207884606	-0.0191671329	0.000722215376	0.0022868919	0	100	0	0	3
111	65	0	1.21265738	-0.020077419	-0.0199941874	-0.0207884606	-0.0191671329	0.000667627309	0.0022868919	0	100	0	0	3
112	66	0	1.22358223	-0.0196479678	-0.0200046404	-0.0207884606	-0.0192605908	0.000607793044	0.0022868919	0	100	0	0	3
113	67	0	1.23450707	-0.0194822831	-0.0200056933	-0.0207884606	-0.0192605908	0.000561606915	0.0022868919	0	100	0	0	3
114	67	0	1.24543191	-0.0196627405	-0.0199997389	-0.0207884606	-0.0192605908	0.000525096493	0.0022868919	0	100	0	0	3
115	68	0	1.25635675	-0.0200323067	-0.0199902343	-0.0207884606	-0.0192605908	0.000492064413	0.0022868919	0	100	0	0	3
116	68	0	1.26728159	-0.0204428162	-0.0199892103	-0.0207884606	-0.0192605908	0.000450907428	0.0022868919	0	100	0	0	3
117	69	0	1.27820643	-0.0207265422	-0.0200007806	-0.0207884606	-0.0192605908	0.000401240489	0.0022868919	0	100	0	0	3
118	70	0	1.28913127	-0.0205684031	-0.0200182148	-0.0207884606	-0.0192605908	0.000345129268	0.0022868919	0	100	0	0	3
119	70	0	1.30005612	-0.0201916258	-0.0200355401	-0.0207884606	-0.0192605908	0.000293942476	0.0022868919	0	100	0	0	3
120	71	0	1.31098096	-0.0196705273	-0.020040225	-0.0207884606	-0.0192605908	0.000252158913	0.0022868919	0	100	0	0	3
121	71	0	1.3219058	-0.0192847061	-0.0200286506	-0.0207884606	-0.0192605908	0.000220667954	0.0022868919	0	100	0	0	3
122	72	0	1.33283064	-0.0193363684	-0.0200080007	-0.0207884606	-0.0192605908	0.000198174078	0.0022868919	0	100	0	0	3
123	73	0	1.34375548	-0.0196912228	-0.0199869284	-0.0207884606	-0.0192605908	0.000194886394	0.0022868919	0	100	0	0	3
124	73	0	1.35468032	-0.0202399119	-0.0199792693	-0.0207884606	-0.0192605908	0.000194886394	0.0022868919	0	100	0	0	3
