Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
111	65	0	1.21265738	101325.007	101325.007	101325.006	101325.008	0.000419988501	0.00101325007	0	0	0	0	3
112	66	0	1.22358223	101325.007	101325.007	101325.006	101325.008	0.000365503642	0.00101325007	0	0	0	0	3
113	67	0	1.23450707	101325.007	101325.007	101325.006	101325.008	0.000319681072	0.00101325007	0	0	0	0	3
114	67	0	1.24543191	101325.007	101325.007	101325.006	101325.008	0.000277349769	0.00101325007	0	0	0	0	3
115	68	0	1.25635675	101325.008	101325.007	101325.006	101325.008	0.000227565848	0.00101325008	0	0	0	0	3
116	68	0	1.26728159	101325.008	101325.007	101325.006	101325.008	0.000219134105	0.00101325008	0	0	0	0	3
117	69	0	1.27820643	101325.007	101325.007	101325.006	101325.008	0.000219134105	0.00101325007	0	0	0	0	3
118	70	0	1.28913127	101325.007	101325.007	101325.006	101325.008	0.000219134105	0.00101325007	0	0	0	0	3
119	70	0	1.30005612	101325.007	101325.007	101325.006	101325.008	0.000219134105	0.00101325007	0	0	0	0	3
120	71	0	1.31098096	101325.007	101325.007	101325.006	101325.008	0.000222006987	0.00101325007	0	0	0	0	3
121	71	0	1.3219058	101325.007	101325.007	101325.006	101325.008	0.000216190194	0.00101325007	0	0	0	0	3
122	72	0	1.33283064	101325.008	101325.007	101325.006	101325.008	0.00020514628	0.00101325008	0	0	0	0	3
123	73	0	1.34375548	101325.008	101325.007	101325.006	101325.008	0.000198338283	0.00101325008	0	0	0	0	3
124	73	0	1.35468032	101325.008	101325.007	101325.006	101325.008	0.000196672889	0.00101325008	0	0	0	0	3
125	74	0	1.36560516	101325.008	101325.007	101325.006	101325.008	0.00020138541	0.00101325008	0	0	0	0	3
126	75	0	1.37653	101325.007	101325.007	101325.006	101325.008	0.000199140501	0.00101325007	0	0	0	0	3
127	75	0	1.38745485	101325.007	101325.007	101325.006	101325.008	0.000199661677	0.00101325007	0	0	0	0	3
128	76	0	1.39837969	101325.007	101325.007	101325.006	101325.008	0.000199661677	0.00101325007	0	0	0	0	3
129	77	0	1.40930453	101325.007	101325.007	101325.006	101325.008	0.000199661677	0.00101325007	0	0	0	0	3
130	77	0	1.42022937	101325.007	101325.007	101325.006	101325.008	0.000199661677	0.00101325007	0	0	0	0	3
131	78	0	1.43115421	101325.008	101325.007	101325.006	101325.008	0.000199661677	0.00101325008	0	0	0	0	3
132	78	0	1.44207905	101325.008	101325.007	101325.006	101325.008	0.000213098247	0.00101325008	0	0	0	0	3
133	79	0	1.45300389	101325.008	101325.007	101325.006	101325.008	0.000240297551	0.00101325008	0	0	0	0	3
134	80	0	1.46392873	101325.007	101325.007	101325.006	101325.008	0.000264570161	0.00101325007	0	0	0	0	3
135	80	0	1.47485358	101325.007	101325.007	101325.006	101325.008	0.000274560545	0.00101325007	0	0	0	0	3
136	81	0	1.48577842	101325.007	101325.007	101325.006	101325.008	0.000274560545	0.00101325007	0	0	0	0	3
137	81	0	1.49670326	101325.007	101325.007	101325.006	101325.008	0.000274560545	0.00101325007	0	0	0	0	3
138	82	0	1.5076281	101325.007	101325.007	101325.006	101325.008	0.000274560545	0.00101325007	0	0	0	0	3
139	83	0	1.51855294	101325.008	101325.007	101325.006	101325.008	0.000282643305	0.00101325008	0	0	0	0	3
140	83	0	1.52947778	101325.008	101325.007	101325.006	101325.008	0.000313336699	0.00101325008	0	0	0	0	3
141	84	0	1.54040262	101325.008	101325.007	101325.006	101325.008	0.0003484224	0.00101325008	0	0	0	0	3
